year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,selling_price
2019,100825,CNG,Manual,Third Owner,14,2779,96,4,10834461
2006,37780,CNG,Manual,Third Owner,19,2752,153,5,10919429
2017,193951,CNG,Manual,Second Owner,21,2868,107,6,10693023
2020,40085,Petrol,Manual,Third Owner,24,2806,90,6,10974489
2019,25426,Petrol,Automatic,Second Owner,13,1988,97,4,10720327
2014,184269,Diesel,Automatic,First Owner,16,900,87,5,10069636
2018,12485,CNG,Automatic,Third Owner,22,1460,98,4,10555297
2014,54527,Petrol,Automatic,Third Owner,13,2826,115,7,10910112
2018,129604,CNG,Manual,First Owner,20,832,86,5,10136221
2013,96005,Petrol,Automatic,Third Owner,24,1035,182,5,10414912
2018,63528,Diesel,Automatic,First Owner,11,1306,150,5,10456748
2007,125631,CNG,Automatic,Second Owner,18,1131,151,7,10281719
2020,32799,Diesel,Manual,Third Owner,17,1285,111,7,10509493
2006,182411,Diesel,Manual,Third Owner,21,919,160,7,10100093
2014,152159,Diesel,Automatic,First Owner,24,957,134,6,10194846
2007,143518,Petrol,Manual,Second Owner,13,1649,41,4,10330646
2015,186532,CNG,Automatic,Second Owner,17,2991,118,6,10739381
2015,99817,Petrol,Manual,First Owner,21,1492,79,7,10381428
2017,63260,Petrol,Manual,Third Owner,22,1851,87,6,10562625
2011,150949,CNG,Manual,Third Owner,18,1748,96,6,10407839
2021,160795,CNG,Automatic,First Owner,24,2402,51,4,10567638
2006,17943,CNG,Manual,First Owner,11,2089,107,7,10775156
2016,146378,CNG,Automatic,First Owner,13,2898,113,6,10740088
2014,172856,Petrol,Manual,Third Owner,20,2956,68,6,10681307
2022,126401,CNG,Automatic,First Owner,15,2158,131,5,10663079
2015,156527,CNG,Automatic,Second Owner,16,933,68,5,10061537
2020,166046,CNG,Automatic,First Owner,14,2828,122,7,10704579
2021,32371,Diesel,Automatic,Second Owner,19,2927,154,6,11095512
2022,103746,CNG,Automatic,Second Owner,21,1806,146,7,10627965
2007,106248,CNG,Automatic,First Owner,19,1231,180,4,10389661
2020,140008,Petrol,Manual,Second Owner,22,2304,137,7,10687672
2010,169238,Diesel,Automatic,Third Owner,16,901,85,7,10052993
2016,30727,Petrol,Manual,First Owner,23,1130,59,6,10462006
2015,119000,Diesel,Automatic,Third Owner,20,1175,98,4,10311892
2019,68969,Petrol,Automatic,Third Owner,24,2274,159,7,10795721
2019,164440,Petrol,Manual,Second Owner,13,1563,75,5,10294306
2020,73531,CNG,Automatic,Third Owner,17,2693,40,4,10814629
2014,44097,CNG,Manual,Third Owner,12,1223,129,6,10429931
2016,171056,Diesel,Automatic,First Owner,22,1848,170,5,10460434
2017,55859,Diesel,Manual,First Owner,12,1215,83,4,10454695
2008,180363,Diesel,Manual,Third Owner,14,1101,99,6,10121368
2011,158222,CNG,Automatic,Second Owner,15,1923,170,6,10517636
2006,158133,Petrol,Manual,Second Owner,12,2211,124,4,10468703
2019,165250,Diesel,Manual,First Owner,19,2966,121,4,10823990
2012,61790,CNG,Automatic,First Owner,24,2486,198,4,10920632
2011,70696,CNG,Automatic,First Owner,11,2415,100,6,10754897
2019,20648,Petrol,Automatic,Second Owner,14,1461,88,5,10589982
2018,66779,Petrol,Manual,First Owner,19,1158,83,5,10375430
2012,111371,CNG,Manual,Third Owner,15,1088,70,6,10214740
2016,41672,Petrol,Manual,Second Owner,12,2525,111,4,10899869
2017,74109,Petrol,Automatic,Third Owner,16,2844,128,6,10890685
2015,196593,CNG,Automatic,First Owner,12,2757,85,6,10585281
2021,39593,Diesel,Manual,Second Owner,24,1374,178,6,10658733
2021,149858,Diesel,Automatic,First Owner,21,1516,143,6,10419029
2008,14815,CNG,Automatic,Second Owner,22,2027,104,5,10739757
2012,158038,Diesel,Automatic,First Owner,11,2002,184,4,10501795
2009,149866,CNG,Automatic,Second Owner,23,1812,155,6,10451260
2020,167495,CNG,Automatic,Second Owner,22,2952,67,6,10726947
2008,26302,Petrol,Manual,Second Owner,19,2933,121,4,10987033
2019,197136,Diesel,Manual,Third Owner,13,2746,113,4,10656932
2016,90140,CNG,Automatic,First Owner,12,2303,48,6,10588901
2009,163907,Diesel,Automatic,First Owner,16,2151,187,6,10543984
2020,78356,Diesel,Manual,Second Owner,17,1327,170,4,10502816
2018,54282,Diesel,Manual,Third Owner,12,2614,168,4,10917638
2014,133451,CNG,Manual,Second Owner,15,1979,99,5,10502244
2011,126347,Petrol,Manual,First Owner,10,2180,136,6,10621151
2017,188786,Diesel,Manual,First Owner,14,2351,89,7,10456119
2009,28814,CNG,Automatic,Second Owner,11,1864,175,4,10711097
2007,160161,Diesel,Manual,Second Owner,10,2081,185,4,10569228
2019,191903,Petrol,Manual,Second Owner,22,2189,69,5,10416219
2008,168818,Diesel,Manual,First Owner,16,1354,136,5,10226598
2019,86673,CNG,Manual,Second Owner,19,1889,189,7,10712171
2018,56940,Diesel,Automatic,Second Owner,13,2687,120,4,10921687
2017,91796,Diesel,Automatic,First Owner,14,1530,48,6,10388250
2014,41476,Diesel,Manual,Second Owner,11,1844,61,6,10621992
2009,162355,Petrol,Manual,Third Owner,17,2994,177,6,10786689
2010,137841,Diesel,Automatic,First Owner,24,1112,106,5,10206782
2008,47278,CNG,Manual,Second Owner,20,1115,48,7,10338190
2006,183066,Diesel,Manual,Second Owner,22,2690,86,7,10604581
2020,198970,Diesel,Automatic,First Owner,19,2271,79,7,10455092
2022,20634,Diesel,Automatic,First Owner,23,925,75,4,10414891
2009,131259,Petrol,Manual,Third Owner,12,1295,186,4,10381829
2008,147037,CNG,Manual,Second Owner,16,1780,137,7,10402752
2017,163638,Diesel,Automatic,Second Owner,20,1543,41,7,10236381
2006,57196,CNG,Automatic,Second Owner,10,2422,122,7,10786625
2017,103679,CNG,Automatic,First Owner,19,1499,103,5,10392822
2015,184357,Petrol,Manual,First Owner,10,2828,193,7,10717279
2008,135861,CNG,Manual,First Owner,23,2892,158,6,10833760
2019,191571,Diesel,Manual,Second Owner,16,1635,150,4,10361313
2008,24420,Petrol,Automatic,Second Owner,10,1763,195,6,10681936
2013,161308,Petrol,Manual,First Owner,21,1710,131,4,10347491
2011,11218,CNG,Automatic,Third Owner,18,1527,117,5,10634708
2010,129283,Petrol,Manual,Second Owner,18,897,45,5,10091214
2010,185964,CNG,Automatic,Third Owner,17,2094,178,6,10450467
2019,69057,CNG,Manual,First Owner,17,2267,85,5,10720518
2019,83609,Petrol,Automatic,Second Owner,24,1914,59,4,10607607
2013,147298,Diesel,Automatic,Third Owner,13,2477,152,5,10622304
2008,128108,CNG,Automatic,Second Owner,13,2843,55,6,10689717
2022,188343,Petrol,Automatic,Third Owner,14,2964,87,5,10742279
2022,15046,Petrol,Manual,Second Owner,18,870,152,7,10487461
2009,122462,CNG,Automatic,Third Owner,12,2165,43,4,10442696
2015,114345,CNG,Manual,Third Owner,13,1557,137,5,10478169
2009,42117,CNG,Manual,First Owner,19,1525,148,4,10581004
2008,134980,CNG,Automatic,First Owner,14,906,195,6,10250278
2016,141037,Diesel,Automatic,Third Owner,16,1574,197,7,10437516
2006,195550,Diesel,Manual,Second Owner,14,1930,68,4,10270521
2017,193349,Diesel,Manual,Third Owner,18,1909,188,7,10462328
2014,195685,Diesel,Manual,Second Owner,15,2050,81,7,10381295
2013,22373,Petrol,Manual,Second Owner,12,2074,167,7,10781493
2014,50452,CNG,Manual,Second Owner,15,2889,89,5,10879712
2011,186161,Petrol,Manual,Second Owner,15,2249,128,5,10488914
2008,11654,Petrol,Manual,First Owner,24,880,165,6,10483568
2014,167352,Diesel,Automatic,Third Owner,21,1715,42,5,10268369
2007,192213,Petrol,Manual,Second Owner,19,1061,62,6,10033268
2006,128319,Diesel,Manual,First Owner,10,2218,146,6,10564720
2014,110646,CNG,Automatic,Second Owner,16,2153,44,7,10578558
2006,31583,Diesel,Manual,Second Owner,12,1607,64,4,10487881
2006,99242,CNG,Manual,First Owner,10,2719,74,5,10722220
2021,142432,Diesel,Automatic,First Owner,10,1347,104,4,10352507
2020,58968,Petrol,Manual,Second Owner,14,2945,78,6,10894060
2020,139815,Petrol,Manual,Third Owner,23,1968,162,6,10570956
2018,143231,Diesel,Automatic,First Owner,19,2772,150,6,10810943
2011,168223,CNG,Automatic,Third Owner,19,2974,57,7,10697147
2015,136590,CNG,Manual,Second Owner,11,2127,64,4,10538203
2005,21652,Diesel,Automatic,Second Owner,11,1594,139,7,10623083
2015,118114,Petrol,Automatic,Second Owner,21,2202,168,4,10624249
2008,107489,CNG,Manual,Second Owner,13,1639,176,7,10509689
2011,178420,Diesel,Automatic,Second Owner,19,1347,134,6,10275530
2019,82001,CNG,Automatic,Second Owner,24,866,61,5,10208188
2022,129269,Petrol,Manual,Third Owner,20,1481,59,7,10385686
2016,81757,CNG,Manual,First Owner,21,2298,160,7,10773408
2021,29395,Diesel,Automatic,Second Owner,21,2433,179,5,10929166
2005,138407,CNG,Automatic,First Owner,24,1636,163,5,10392298
2015,106978,CNG,Manual,Third Owner,24,2256,103,7,10627985
2005,136572,Petrol,Manual,Second Owner,16,2585,199,6,10700183
2019,129541,Petrol,Automatic,Second Owner,17,2125,101,6,10558502
2014,13083,Petrol,Manual,First Owner,20,1374,172,5,10601713
2011,111598,Petrol,Manual,First Owner,19,1901,159,7,10605032
2006,141615,Diesel,Automatic,First Owner,16,829,83,4,10065640
2014,188309,CNG,Automatic,Second Owner,18,2175,196,5,10570802
2008,101171,CNG,Manual,First Owner,16,1630,72,4,10422758
2016,125423,CNG,Manual,First Owner,13,1938,126,5,10511855
2015,11613,CNG,Automatic,Third Owner,18,2328,139,7,10937911
2012,115033,Diesel,Manual,Second Owner,18,2831,52,6,10723937
2022,176612,Petrol,Automatic,Second Owner,12,1334,89,5,10252357
2015,81202,CNG,Manual,Second Owner,19,1168,169,4,10398119
2015,162327,CNG,Manual,First Owner,23,2549,195,7,10722553
2017,90666,Petrol,Manual,Third Owner,17,1101,57,7,10324281
2007,27068,Petrol,Automatic,First Owner,10,2494,105,7,10872988
2016,54057,CNG,Automatic,Second Owner,11,1636,184,4,10682696
2007,23946,Petrol,Manual,First Owner,17,2099,138,5,10752434
2014,156619,CNG,Manual,Second Owner,22,1310,72,6,10256423
2021,90237,CNG,Automatic,First Owner,17,1686,135,6,10554720
2006,10769,CNG,Automatic,First Owner,15,2358,123,4,10841265
2021,160955,CNG,Manual,Second Owner,17,2846,197,6,10806028
2020,66340,CNG,Automatic,First Owner,23,1594,61,5,10505693
2006,84199,CNG,Automatic,Second Owner,23,2671,164,4,10875720
2010,109222,Petrol,Manual,First Owner,17,2231,83,4,10610382
2014,171234,Diesel,Manual,First Owner,11,2600,114,5,10635735
2014,38434,Diesel,Automatic,First Owner,12,1076,153,7,10430193
2012,27102,CNG,Automatic,Second Owner,16,1029,67,5,10408104
2005,26536,Petrol,Manual,First Owner,12,2691,48,5,10808705
2017,109639,CNG,Automatic,First Owner,22,2550,146,6,10757115
2013,186460,Petrol,Manual,Third Owner,24,1980,61,6,10301858
2014,55775,CNG,Manual,Third Owner,24,2860,124,6,10938411
2019,36147,CNG,Automatic,Second Owner,20,2326,64,7,10735499
2009,55526,Diesel,Manual,Second Owner,11,1414,120,5,10524976
2020,159731,Petrol,Manual,Second Owner,15,2950,118,6,10813400
2017,109663,Petrol,Manual,Second Owner,11,1993,46,7,10534674
2022,117180,Diesel,Manual,First Owner,23,2956,98,6,10877564
2015,129233,Diesel,Manual,First Owner,11,2973,72,5,10793903
2013,28088,Diesel,Automatic,Second Owner,24,947,139,5,10444036
2020,73464,Diesel,Manual,Second Owner,20,1235,143,5,10474139
2006,110921,Petrol,Manual,Third Owner,11,2257,99,4,10620810
2006,64998,Petrol,Manual,Second Owner,13,911,120,5,10323481
2016,45382,Diesel,Automatic,Third Owner,23,2278,161,5,10830725
2012,33184,CNG,Manual,Second Owner,16,2592,97,6,10904550
2013,156171,CNG,Manual,Second Owner,24,1896,83,4,10436051
2016,42739,CNG,Manual,First Owner,15,1753,160,6,10648185
2013,132937,CNG,Manual,Second Owner,14,2298,87,7,10546583
2014,144461,Petrol,Automatic,Third Owner,13,2096,164,7,10572724
2006,22352,Petrol,Automatic,First Owner,11,1757,192,4,10692552
2020,131788,Petrol,Manual,Third Owner,20,1535,192,5,10504373
2011,122843,CNG,Automatic,Second Owner,17,1672,96,4,10375863
2006,157220,Diesel,Automatic,First Owner,22,893,52,5,9997277
2005,36828,CNG,Automatic,Third Owner,21,1467,116,7,10459654
2008,73040,Petrol,Manual,Second Owner,11,1314,51,7,10376396
2006,192867,CNG,Manual,Third Owner,24,2043,147,4,10396231
2018,194692,Diesel,Manual,Second Owner,24,993,155,6,10198497
2006,99279,Diesel,Manual,Third Owner,20,2901,67,7,10731619
2019,99430,CNG,Manual,Second Owner,17,1733,155,4,10521187
2016,193186,Petrol,Manual,Third Owner,19,1611,81,4,10239622
2009,176783,Petrol,Automatic,First Owner,23,2411,119,7,10503810
2011,120957,Petrol,Automatic,Second Owner,13,2553,77,5,10677201
2014,22748,CNG,Automatic,Second Owner,21,2776,120,6,10966175
2018,93636,Petrol,Automatic,Third Owner,14,2320,148,6,10745443
2018,169763,CNG,Automatic,Second Owner,24,2453,153,5,10656203
2009,120158,Petrol,Manual,First Owner,20,2278,147,7,10658801
2022,196432,Diesel,Manual,Third Owner,10,2801,172,7,10751950
2018,15246,Diesel,Automatic,Third Owner,11,2522,123,5,10957725
2006,64395,Petrol,Manual,Third Owner,20,1831,87,7,10511471
2016,168558,CNG,Manual,First Owner,17,2938,53,6,10651058
2010,166412,Petrol,Manual,First Owner,10,1145,93,4,10179004
2008,55300,CNG,Manual,Second Owner,12,1150,193,6,10429865
2017,139158,Diesel,Manual,Third Owner,11,1009,157,6,10307696
2008,19860,CNG,Automatic,First Owner,19,1495,148,6,10553467
2018,22013,Petrol,Automatic,Second Owner,14,2064,81,7,10755392
2020,143479,Diesel,Automatic,First Owner,21,2441,134,5,10632439
2008,38542,CNG,Manual,First Owner,13,2357,185,7,10873820
2005,29935,CNG,Manual,First Owner,13,1664,142,5,10561167
2017,54079,Diesel,Manual,Second Owner,22,1585,89,4,10586638
2008,39111,Petrol,Manual,First Owner,13,2760,164,4,10915519
2022,61550,Diesel,Automatic,First Owner,20,2358,125,6,10826103
2010,81955,Petrol,Manual,First Owner,13,910,188,5,10304921
2007,45565,Petrol,Automatic,Third Owner,13,1953,79,6,10581480
2017,24283,CNG,Automatic,First Owner,15,1465,158,7,10665430
2020,71470,Petrol,Automatic,Third Owner,11,1360,150,5,10524715
2009,91916,Petrol,Automatic,First Owner,22,852,69,6,10209443
2008,84552,Diesel,Manual,Third Owner,22,1701,156,7,10546264
2012,43233,Diesel,Manual,First Owner,24,2464,64,4,10769768
2018,27695,Petrol,Automatic,Third Owner,13,2314,68,6,10838196
2011,131440,CNG,Manual,Third Owner,23,2991,106,5,10745927
2018,178806,Diesel,Manual,Third Owner,16,2003,86,5,10432723
2010,86257,CNG,Manual,First Owner,16,2342,144,7,10756708
2016,6505,Diesel,Automatic,Second Owner,10,1517,184,6,10727897
2020,141435,Diesel,Automatic,Third Owner,19,1454,148,4,10395777
2021,184780,Petrol,Automatic,Third Owner,21,1931,89,6,10444679
2017,48614,Diesel,Automatic,Third Owner,18,2575,129,6,10911370
2018,6010,Diesel,Automatic,Third Owner,16,2298,172,5,10903347
2011,135560,CNG,Automatic,Third Owner,20,2949,52,7,10706839
2018,155933,Diesel,Automatic,Second Owner,15,2549,78,5,10637193
2019,160197,Diesel,Manual,First Owner,23,2521,56,4,10579559
2016,145441,CNG,Automatic,Second Owner,11,2815,138,6,10751542
2021,74393,Petrol,Manual,First Owner,15,1881,119,4,10618974
2013,162743,Petrol,Automatic,Second Owner,14,887,98,7,10056741
2019,69512,Diesel,Manual,First Owner,18,1945,135,7,10651011
2016,103026,Diesel,Manual,Third Owner,21,2067,161,6,10673492
2006,80656,CNG,Manual,First Owner,10,1890,175,7,10639589
2009,102686,Petrol,Manual,First Owner,14,2887,69,4,10781461
2017,180210,Petrol,Automatic,Third Owner,12,2035,170,6,10528256
2012,189492,Petrol,Automatic,Third Owner,18,1879,184,7,10453596
2018,20489,CNG,Automatic,First Owner,21,1090,162,4,10510879
2019,64789,CNG,Automatic,First Owner,10,2442,90,6,10784759
2015,74925,CNG,Automatic,Third Owner,15,1506,191,7,10557742
2005,54703,Diesel,Automatic,Second Owner,12,1598,119,5,10535389
2007,81625,Petrol,Automatic,Third Owner,10,2272,113,6,10675158
2021,112535,Diesel,Automatic,First Owner,20,1643,162,6,10566552
2018,194300,Diesel,Automatic,First Owner,24,1713,150,5,10379683
2012,8051,CNG,Automatic,First Owner,12,1143,151,7,10510315
2017,174162,Petrol,Automatic,Third Owner,24,2371,59,6,10463247
2007,33805,Diesel,Manual,Third Owner,11,1776,68,4,10550733
2009,99978,Petrol,Manual,Second Owner,19,2892,49,7,10807897
2013,49557,Diesel,Manual,First Owner,21,2000,48,6,10602795
2010,138627,CNG,Manual,First Owner,21,2448,147,4,10616903
2006,55241,Diesel,Manual,Third Owner,21,921,102,5,10344655
2017,132838,CNG,Automatic,First Owner,17,1074,72,4,10189572
2009,70994,Petrol,Automatic,Second Owner,12,1759,191,7,10583364
2012,119005,Diesel,Manual,Third Owner,20,1111,119,5,10290707
2005,21066,Diesel,Automatic,First Owner,16,2152,71,4,10684807
2016,140793,CNG,Manual,Third Owner,19,1926,43,7,10413534
2015,82982,CNG,Automatic,Third Owner,15,1487,117,5,10466656
2011,11304,Petrol,Automatic,Second Owner,24,2068,165,7,10785226
2019,47967,CNG,Manual,Third Owner,16,1956,158,6,10694234
2015,83763,Petrol,Manual,First Owner,20,1655,61,7,10444682
2020,45462,Diesel,Manual,Second Owner,16,2615,190,4,10990261
2007,125356,Petrol,Automatic,Third Owner,19,1140,65,7,10221282
2018,76834,Petrol,Manual,First Owner,10,821,88,7,10299170
2007,116023,Petrol,Automatic,Third Owner,13,2804,189,5,10845308
2005,186227,Diesel,Automatic,Third Owner,13,1769,147,7,10301401
2019,122771,Diesel,Automatic,Second Owner,14,2812,91,7,10778450
2005,80842,CNG,Automatic,Second Owner,23,1144,184,6,10362205
2021,7589,Petrol,Manual,Second Owner,19,2529,181,6,10990081
2006,130023,Diesel,Manual,Second Owner,14,2284,103,5,10566955
2010,173150,Petrol,Manual,First Owner,17,2682,197,5,10698941
2012,59918,Petrol,Manual,Third Owner,13,999,180,4,10406394
2020,149673,Petrol,Automatic,Second Owner,22,2852,193,5,10837441
2005,12711,Diesel,Manual,First Owner,10,2570,199,7,10999979
2007,64430,Petrol,Manual,Second Owner,24,1339,90,6,10359121
2007,199399,Petrol,Manual,Third Owner,14,1975,73,5,10281873
2009,107605,CNG,Manual,Second Owner,10,2860,147,4,10849307
2016,8970,Petrol,Automatic,Third Owner,21,1777,155,7,10730922
2016,74535,CNG,Automatic,Third Owner,12,2288,67,4,10723401
2017,91570,Petrol,Automatic,First Owner,24,1085,58,4,10257066
2013,126315,CNG,Automatic,Second Owner,17,2437,137,4,10667274
2011,172248,Diesel,Manual,Second Owner,19,2037,111,4,10405908
2008,117111,Diesel,Automatic,Third Owner,24,912,145,7,10243904
2010,46730,Petrol,Manual,Second Owner,14,1137,183,7,10518458
2017,149457,CNG,Manual,Third Owner,16,889,110,4,10203086
2015,128252,Diesel,Manual,First Owner,23,2299,66,7,10541426
2017,142022,Petrol,Manual,Second Owner,10,1853,90,5,10491536
2017,189081,Petrol,Automatic,Third Owner,15,2363,123,7,10587314
2019,159470,CNG,Automatic,Second Owner,21,2211,93,7,10565228
2017,161349,CNG,Manual,Second Owner,23,2403,162,4,10693775
2015,162833,Petrol,Automatic,First Owner,17,1156,56,7,10198940
2012,68944,CNG,Automatic,Third Owner,15,1258,111,5,10414326
2012,167605,CNG,Manual,First Owner,13,1270,153,7,10257157
2014,112437,Diesel,Manual,First Owner,20,2538,134,5,10712220
2020,131794,CNG,Automatic,First Owner,17,1941,168,7,10546210
2015,77123,Petrol,Manual,Third Owner,24,1107,144,6,10374152
2017,27880,CNG,Automatic,Third Owner,17,1363,53,7,10450190
2013,177825,Petrol,Manual,Second Owner,23,1838,174,5,10402914
2020,92829,Petrol,Manual,Third Owner,23,1919,103,5,10557841
2011,137633,CNG,Manual,First Owner,15,1409,175,5,10378800
2016,58205,CNG,Manual,Third Owner,17,854,191,4,10375817
2019,111948,CNG,Automatic,Second Owner,21,2101,168,5,10676716
2018,64810,Diesel,Automatic,First Owner,15,1212,108,7,10468611
2015,118089,Diesel,Automatic,Second Owner,24,2294,71,6,10564975
2014,69482,CNG,Automatic,Third Owner,13,837,40,5,10200616
2015,74192,Petrol,Manual,Second Owner,20,1569,176,4,10545023
2010,92154,CNG,Manual,Second Owner,21,982,113,7,10321036
2006,91066,Diesel,Automatic,Third Owner,15,2036,191,5,10616396
2015,164402,Diesel,Automatic,Second Owner,24,925,144,4,10212572
2010,152211,CNG,Automatic,Third Owner,18,939,153,4,10172004
2018,133514,Petrol,Automatic,First Owner,17,1420,186,4,10462197
2010,37977,Petrol,Automatic,Second Owner,24,2344,90,5,10779225
2021,9983,Diesel,Manual,First Owner,23,2286,120,5,10867668
2014,175981,Diesel,Automatic,Third Owner,16,831,41,5,9994154
2005,54029,Diesel,Automatic,Third Owner,14,1034,49,6,10261223
2007,157401,Petrol,Manual,Second Owner,22,872,142,6,10105808
2012,127668,Diesel,Manual,Second Owner,16,1271,173,7,10387757
2012,172806,Diesel,Automatic,Third Owner,10,2471,105,7,10606107
2019,47837,Petrol,Automatic,Third Owner,17,2589,47,4,10773055
2011,122512,Diesel,Automatic,First Owner,14,1427,107,6,10314836
2015,71786,Diesel,Manual,First Owner,16,1467,89,5,10505702
2011,9758,CNG,Automatic,Second Owner,16,1393,134,7,10566843
2008,107667,Diesel,Automatic,Second Owner,17,2756,75,5,10686673
2016,113119,CNG,Manual,Second Owner,16,966,175,5,10287692
2010,105157,Diesel,Manual,Second Owner,15,2703,134,6,10802053
2018,87673,Diesel,Manual,Second Owner,21,1768,184,7,10676978
2016,102639,CNG,Manual,Second Owner,15,2827,117,4,10884190
2015,157904,Diesel,Automatic,Second Owner,14,978,175,7,10189505
2009,137940,CNG,Manual,Second Owner,14,2821,161,7,10801594
2018,119869,Diesel,Manual,First Owner,13,2851,128,7,10806436
2020,186737,CNG,Manual,Third Owner,16,1135,82,6,10176669
2017,177934,CNG,Automatic,Third Owner,22,994,102,7,10103461
2008,24728,Diesel,Manual,Second Owner,21,2791,120,4,10952337
2015,108542,Diesel,Automatic,Third Owner,20,2167,152,7,10693147
2021,98565,CNG,Manual,Second Owner,23,2031,51,5,10574914
2011,175929,Petrol,Automatic,First Owner,12,2759,123,4,10680582
2018,164255,Diesel,Automatic,Second Owner,14,2326,137,7,10631830
2015,155012,Diesel,Automatic,First Owner,24,2977,95,6,10706353
2013,130019,Petrol,Manual,First Owner,12,2832,88,6,10727851
2017,141352,Petrol,Automatic,First Owner,17,2495,178,6,10680701
2022,107548,CNG,Manual,Second Owner,24,2600,66,5,10703248
2015,138236,Diesel,Manual,First Owner,14,2583,176,5,10708710
2019,126289,CNG,Automatic,Second Owner,24,823,121,6,10234077
2005,134068,Diesel,Manual,First Owner,20,1176,75,5,10174229
2008,84624,Petrol,Automatic,First Owner,22,1578,157,7,10532698
2018,154477,CNG,Manual,Third Owner,19,1979,196,7,10592326
2018,7821,Diesel,Automatic,Second Owner,15,2940,118,6,11030733
2007,60090,Diesel,Manual,Third Owner,10,2696,80,4,10843657
2021,158588,Petrol,Automatic,First Owner,23,2573,67,7,10656543
2007,146545,Petrol,Manual,Third Owner,20,2968,191,4,10825640
2020,51454,Diesel,Manual,First Owner,13,1699,140,5,10628672
2018,178602,Petrol,Automatic,Third Owner,18,1386,183,5,10287093
2017,109273,Petrol,Manual,Third Owner,24,1854,61,7,10519321
2019,109472,CNG,Manual,Second Owner,24,1409,86,7,10396854
2018,160870,Diesel,Automatic,Second Owner,14,2976,56,5,10691002
2010,136935,CNG,Automatic,Third Owner,24,1606,168,5,10383882
2014,21148,Petrol,Automatic,Third Owner,10,2430,198,4,10994607
2019,91545,Diesel,Automatic,Second Owner,24,2499,128,7,10814028
2010,59459,Petrol,Automatic,First Owner,13,2786,51,6,10781792
2014,89224,Petrol,Manual,First Owner,21,2151,59,6,10601223
2011,71189,Diesel,Automatic,First Owner,15,908,186,5,10364374
2021,144201,Petrol,Manual,First Owner,16,1325,44,6,10245551
2022,96954,CNG,Manual,Third Owner,16,2298,54,5,10625421
2021,28118,Diesel,Manual,First Owner,17,2801,64,6,10964464
2013,136515,Petrol,Manual,Third Owner,14,1749,147,5,10490160
2014,163113,Petrol,Manual,Third Owner,15,2467,94,5,10550860
2014,94379,Petrol,Automatic,First Owner,20,1651,102,6,10456068
2011,26053,Diesel,Automatic,First Owner,20,1405,86,7,10543700
2020,101384,CNG,Automatic,First Owner,11,2424,155,5,10760725
2022,173276,Petrol,Automatic,Second Owner,23,1621,103,6,10345694
2010,122545,Petrol,Automatic,Third Owner,21,1106,61,7,10240012
2005,178312,Petrol,Automatic,First Owner,19,1709,145,4,10315566
2005,131675,Diesel,Manual,Second Owner,21,1857,116,5,10484715
2016,98749,Petrol,Automatic,Third Owner,11,2168,113,5,10600818
2006,197174,Petrol,Automatic,Third Owner,23,2442,119,4,10491436
2008,144363,Petrol,Automatic,Third Owner,12,2471,166,5,10615886
2021,21285,Diesel,Automatic,First Owner,13,1337,169,4,10674618
2008,66589,CNG,Automatic,First Owner,15,1727,165,6,10555709
2015,18944,Diesel,Manual,Third Owner,15,1904,153,4,10718422
2008,106041,CNG,Manual,Third Owner,12,1504,154,7,10410456
2005,93876,CNG,Manual,Second Owner,10,1082,192,6,10349863
2011,100561,Diesel,Automatic,Second Owner,12,1770,100,4,10494891
2022,59391,Petrol,Automatic,Third Owner,13,1288,44,7,10399413
2013,6607,CNG,Automatic,Second Owner,18,2889,67,4,10973500
2007,7953,Petrol,Manual,Third Owner,19,969,120,7,10401170
2012,49941,CNG,Manual,Second Owner,17,2392,54,4,10772181
2008,66683,Petrol,Automatic,Third Owner,22,1667,159,5,10597627
2022,114588,Petrol,Automatic,First Owner,13,1365,77,7,10389124
2015,127080,Diesel,Manual,Third Owner,16,2217,190,5,10626313
2018,16154,Petrol,Manual,First Owner,22,1184,53,5,10455144
2022,130542,CNG,Manual,Third Owner,22,2711,71,7,10689390
2020,145119,Petrol,Automatic,First Owner,18,880,83,5,10169570
2007,93529,Petrol,Manual,Second Owner,11,2361,131,6,10644962
2019,19323,Petrol,Automatic,First Owner,12,1037,157,4,10525622
2008,42693,CNG,Automatic,Second Owner,10,1536,155,7,10558673
2009,194802,CNG,Automatic,Third Owner,17,1639,162,6,10304563
2021,94170,CNG,Manual,Second Owner,11,2732,155,7,10909445
2011,162364,Petrol,Manual,Second Owner,16,2263,141,4,10562863
2020,50111,Diesel,Manual,Second Owner,16,887,43,7,10288372
2018,44491,CNG,Manual,Third Owner,20,2871,154,4,10991797
2020,54336,Petrol,Automatic,First Owner,12,1131,98,6,10469795
2011,21905,CNG,Automatic,Second Owner,11,988,114,7,10423480
2013,35273,Diesel,Automatic,Third Owner,12,1152,196,4,10560127
2008,130191,Petrol,Automatic,Second Owner,21,1911,186,5,10530624
2015,120936,CNG,Manual,First Owner,17,2831,184,5,10878161
2006,162306,CNG,Automatic,Second Owner,21,1659,43,6,10212036
2016,71538,Diesel,Manual,Second Owner,18,966,43,6,10223582
2016,109570,CNG,Automatic,Second Owner,20,2529,179,6,10816265
2008,168645,Petrol,Manual,First Owner,17,900,86,5,10100481
2022,98339,Petrol,Automatic,First Owner,20,1324,174,4,10463568
2011,126132,Diesel,Automatic,Third Owner,11,1970,179,6,10595996
